iter	Logloss
402	0.4259093616
403	0.4257217337
404	0.4255589664
405	0.4253798865
406	0.4250584401
407	0.4248845828
408	0.4246948593
409	0.4245204992
410	0.4243338525
411	0.424166226
412	0.4239806186
413	0.4238259657
414	0.42357432
415	0.4233989847
416	0.4232462595
417	0.4230771729
418	0.4228839235
419	0.4225473412
420	0.422392286
421	0.4222183773
422	0.4220435797
423	0.4217729829
424	0.4216264321
425	0.4214477372
426	0.4212838231
427	0.4211152974
428	0.4209462152
429	0.4207789909
430	0.4200285963
431	0.4198457331
432	0.4196573084
433	0.4193408496
434	0.4191928631
435	0.4189928692
436	0.4188448613
437	0.4184097339
438	0.4182609222
439	0.418025445
440	0.4178703177
441	0.417686081
442	0.4175115702
443	0.4172746002
444	0.4171180078
445	0.4169746206
446	0.4167788649
447	0.416632365
448	0.4164921814
449	0.4163191892
450	0.4161143529
451	0.415871892
452	0.415720215
453	0.4154883906
454	0.4153421261
455	0.4150260851
456	0.4148301633
457	0.414621314
458	0.4144686246
459	0.414316883
460	0.414188875
461	0.4140482476
462	0.4139122447
463	0.4137526488
464	0.4135098596
465	0.4133465589
466	0.4131964696
467	0.4127010909
468	0.4125105743
469	0.4123790765
470	0.4122045517
471	0.411767323
472	0.4116242873
473	0.4114537813
474	0.4113028281
475	0.4111474117
476	0.410998939
477	0.4108510214
478	0.4106530255
479	0.410297486
480	0.4101232272
481	0.4099786037
482	0.4098466604
483	0.4097102287
484	0.4095854178
485	0.4094514258
486	0.409291758
487	0.4091268054
488	0.4089849693
489	0.4088438331
490	0.4086820015
491	0.408518704
492	0.408342112
493	0.4082016023
494	0.408026282
495	0.4078410822
496	0.4076530104
497	0.4074474764
498	0.4072225623
499	0.4069465505
500	0.4067671585
501	0.4066339706
502	0.4064442757
503	0.4063038783
504	0.4061333882
505	0.405609007
506	0.4054673435
507	0.4053177216
508	0.405185251
509	0.4050362797
510	0.4049047122
511	0.404663574
512	0.404546902
513	0.4042711677
514	0.4040822721
515	0.403919024
516	0.4037624536
517	0.4036315817
518	0.4034067851
519	0.40324106
520	0.403108069
521	0.4029113308
522	0.402759634
523	0.4026362454
524	0.4025040115
525	0.402344283
526	0.4022149394
527	0.4020949833
528	0.4019650019
529	0.4018471458
530	0.4016949919
531	0.4015145886
532	0.401356377
533	0.4012112724
534	0.4006983719
535	0.4005306676
536	0.4004038303
537	0.4002769801
538	0.400146924
539	0.4000186882
540	0.3998677583
541	0.39972712
542	0.3996032934
543	0.3995019229
544	0.3993718205
545	0.3991882604
546	0.3990315672
547	0.3988860641
548	0.3987709005
549	0.3986224762
550	0.3984175554
551	0.3982886364
552	0.3981475776
553	0.3980244694
554	0.3976526038
555	0.3974332853
556	0.3972931061
557	0.3971387762
558	0.396995602
559	0.3968548918
560	0.3966841146
561	0.3965700956
562	0.3964550879
563	0.3962915249
564	0.3961495159
565	0.3960078143
566	0.3958622262
567	0.3957411732
568	0.3953642144
569	0.3952101389
570	0.395059853
571	0.3949000175
572	0.3947699371
573	0.3946317803
574	0.3945186685
575	0.3943933748
576	0.3941992794
577	0.3940499187
578	0.3938797258
579	0.3937473704
580	0.3936386035
581	0.3934940214
582	0.3933706944
583	0.3932052582
584	0.3930968267
585	0.3929668288
586	0.3928472266
587	0.3927097263
588	0.3925859684
589	0.3924438128
590	0.392276522
591	0.3921399851
592	0.3919917736
593	0.3918459521
594	0.3916067621
595	0.3914470625
596	0.3913366573
597	0.3911436706
598	0.3910368174
599	0.3908103073
600	0.3906872029
601	0.3905442146
602	0.3904394487
603	0.3902779278
604	0.3901260951
605	0.389989205
606	0.3898783755
607	0.3896997825
608	0.3894402019
609	0.3893054444
610	0.3891976998
611	0.3890613897
612	0.3889328264
613	0.3888000486
614	0.3886806166
615	0.3885330838
616	0.3883914219
617	0.3881450189
618	0.3880014886
619	0.3878775447
620	0.3877501368
621	0.3876211461
622	0.3874893566
623	0.3873614436
624	0.3871911471
625	0.3870661645
626	0.3867948258
627	0.3866897083
628	0.3865547549
629	0.3864320239
630	0.3863232403
631	0.3861960299
632	0.3860729859
633	0.3859638676
634	0.3858172525
635	0.385678315
636	0.3855164269
637	0.3853578407
638	0.3852253132
639	0.3850825379
640	0.3849057414
641	0.3847428623
642	0.3845388078
643	0.3843348235
644	0.384193854
645	0.3840458683
646	0.3839481286
647	0.3838103766
648	0.3836871722
649	0.3835930694
650	0.3833699471
651	0.383271931
652	0.3831453706
653	0.3829937017
654	0.3828628191
655	0.3827420639
656	0.3825397848
657	0.3824205361
658	0.3822750618
659	0.3821685268
660	0.3820450663
661	0.3819039412
662	0.3817557339
663	0.3816142182
664	0.3815106341
665	0.381387062
666	0.3812787454
667	0.3810806764
668	0.3809827534
669	0.3808348718
670	0.3807197892
671	0.3805977351
672	0.3804611089
673	0.3803330731
674	0.3800986801
675	0.379905398
676	0.3798116384
677	0.3796623897
678	0.3795274662
679	0.3794243678
680	0.3793157641
681	0.3791321974
682	0.3790443419
683	0.3789631168
684	0.3788164901
685	0.3787040834
686	0.3785622911
687	0.3784164197
688	0.3783035071
689	0.3781415087
690	0.3780438273
691	0.3779444934
692	0.3778541112
693	0.3775856404
694	0.3774681701
695	0.3773683736
696	0.3772141487
697	0.3770417568
698	0.3769400748
699	0.3768357547
700	0.3766269318
701	0.3765481879
702	0.3764557401
703	0.3763637695
704	0.3761888863
705	0.3760372678
706	0.3758942711
707	0.375776212
708	0.3755994957
709	0.3754750172
710	0.3753754716
711	0.3752719975
712	0.3751409326
713	0.3750330348
714	0.3749102091
715	0.3748157961
716	0.3747249313
717	0.3745234097
718	0.3744131447
719	0.3742933053
720	0.3741667922
721	0.3740537452
722	0.3739497444
723	0.3738215558
724	0.3736542206
725	0.3735415582
726	0.3733970201
727	0.373210419
728	0.3730803475
729	0.3729426174
730	0.3728196974
731	0.3727404236
732	0.3725346527
733	0.3724162427
734	0.3723149971
735	0.3722229295
736	0.3720924205
737	0.3719492745
738	0.3718103631
739	0.3716681121
740	0.3715727889
741	0.371448672
742	0.3713127387
743	0.3712025396
744	0.371070369
745	0.3709543672
746	0.3708917918
747	0.3707616186
748	0.3706666409
749	0.3705736448
750	0.3704319396
751	0.3703124748
752	0.3702000629
753	0.3700668423
754	0.3699828753
755	0.3698443571
756	0.3697420423
757	0.3696292729
758	0.3695374905
759	0.3694370705
760	0.369331581
761	0.3690795446
762	0.3689308172
763	0.3688388399
764	0.3687055317
765	0.3684381249
766	0.3682808826
767	0.3681503513
768	0.36806965
769	0.3679371505
770	0.3678394166
771	0.367742119
772	0.3676294548
773	0.3674701413
774	0.3673297084
775	0.3672010051
776	0.3671124952
777	0.3670039661
778	0.3668902703
779	0.366788056
780	0.3666699751
781	0.3665662538
782	0.366376706
783	0.3662812584
784	0.3661647227
785	0.3660628211
786	0.3659593771
787	0.3658744537
788	0.3657701121
789	0.365678239
790	0.3655834341
791	0.3654547342
792	0.3653463838
793	0.3652500442
794	0.3651621516
795	0.3651043526
796	0.3650152987
797	0.3649285927
798	0.3648384632
799	0.3647337384
800	0.3646157659
801	0.3644696061
802	0.3643913711
803	0.3643026043
804	0.3641541922
805	0.3640433784
806	0.3639546053
807	0.3638674364
808	0.3637095668
809	0.3635687402
810	0.3634841632
811	0.3633312561
812	0.363214412
813	0.3631015725
814	0.3629842648
815	0.3628779796
816	0.3627661336
817	0.3626336657
818	0.3625353083
819	0.3623842094
820	0.3622834536
821	0.3622087489
822	0.362105689
823	0.3619896326
824	0.3618309246
825	0.3617185341
826	0.3616321271
827	0.3615224521
828	0.3614312611
829	0.3613447381
830	0.3612018401
831	0.3611068179
832	0.3610146231
833	0.3608765955
834	0.3607416405
835	0.3606323761
836	0.3605333977
837	0.360402846
838	0.360219378
839	0.360135306
840	0.3600175798
841	0.3598030947
842	0.3597116819
843	0.3596325746
844	0.3595841343
845	0.3594887201
846	0.3593959987
847	0.3593083351
848	0.3591399025
849	0.3590439365
850	0.3589168177
851	0.3587991703
852	0.3586984003
853	0.3585954403
854	0.358476396
855	0.358363093
856	0.358236498
857	0.3581226471
858	0.3580351571
859	0.357902365
860	0.3577723845
861	0.3576673388
862	0.3575613227
863	0.3574755682
864	0.3573913294
865	0.3572841107
866	0.3571878669
867	0.3571037457
868	0.3570179759
869	0.3569067254
870	0.3567995208
871	0.3566619814
872	0.3565935257
873	0.3564935452
874	0.3564125738
875	0.356306347
876	0.3561999838
877	0.3561098933
878	0.355996646
879	0.3558321634
880	0.3557224852
881	0.3556278625
882	0.3555383229
883	0.3554265771
884	0.3552593419
885	0.3551746779
886	0.3550893725
887	0.3550031651
888	0.3548900613
889	0.3548123417
890	0.3546818059
891	0.3545712348
892	0.3544447948
893	0.354309382
894	0.3541744259
895	0.3540739679
896	0.3539949242
897	0.3539073181
898	0.3538139407
899	0.3537055573
900	0.3535611428
901	0.3534679877
902	0.3533930737
903	0.3532862666
904	0.3532394344
905	0.3531590505
906	0.3530699418
907	0.3529743306
908	0.3528596499
909	0.3527315199
910	0.3526559437
911	0.352551304
912	0.35247061
913	0.3523531894
914	0.3522709034
915	0.3521902904
916	0.3520815574
917	0.3519762211
918	0.3518870812
919	0.3517950343
920	0.3516916182
921	0.3516146021
922	0.3515255925
923	0.3514275562
924	0.3513392802
925	0.3512474209
926	0.3511293302
927	0.3510189857
928	0.3509355526
929	0.3508377752
930	0.3506965308
931	0.3505844178
932	0.3504823488
933	0.35040708
934	0.3503076715
935	0.3502160156
936	0.350125029
937	0.3500437587
938	0.349964895
939	0.3498858221
940	0.3498100848
941	0.3497101285
942	0.3495958802
943	0.3495149655
944	0.349409271
945	0.3492909107
946	0.3492331874
947	0.3491252199
948	0.3490600982
949	0.3488905962
950	0.3488027405
951	0.3487123317
952	0.3486230805
953	0.3485117064
954	0.3484415378
955	0.3481890683
956	0.3481107939
957	0.3480336971
958	0.34793767
959	0.3478597489
960	0.3477563071
961	0.3476193263
962	0.3475504431
963	0.3474069198
964	0.3472770691
965	0.3472071036
966	0.3470771385
967	0.3469697859
968	0.3468432662
969	0.3467769709
970	0.3466869761
971	0.3466291031
972	0.346581158
973	0.3465142902
974	0.3464167696
975	0.3463234301
976	0.3462035582
977	0.3461037065
978	0.3460062973
979	0.345861268
980	0.3457928316
981	0.3456900044
982	0.3455107797
983	0.3454191259
984	0.3453173473
985	0.3452081582
986	0.3451254312
987	0.3450240091
988	0.344863531
989	0.3447654075
990	0.3446980778
991	0.3445747818
992	0.3444838916
993	0.3443891333
994	0.3442919753
995	0.3441743529
996	0.3441088671
997	0.3439876251
998	0.3438808092
999	0.3438418347
